Survey Id,Parent Id,Survey Name,Type,Activity,Company,Survey Company,Vessel,Client,Country,Complete,Mobilisation Location,Mobilisation Start,Deployment Start,Production Start,Production End,Retrieval End,Demobilisation End,Demobilisation Location,Number of Streamers,Streamer Separation,Streamer Length,Sail Line Separation,Report,Combo Report,Tides,Ocean Current,FFSQKM,FFSQKM Method,Shot Patch SQKM,Shotpatch Method,FF Minimum Water Depth (m),FF Maximum Water Depth (m),CentreLAT,CentreLONG,Replay
18TT_01156,18TT_01156,Angostura / Block 2(c) OBN,OBN,Source,Seabed Geosolutions,Seabed Geosolutions,Vantage,BHP Billiton,Trinidad and Tobago,Yes,Chaguaramas -  TRINIDAD AND TOBAGO,2/21/2018 0:00,2/25/2018 9:45,2/27/2018 4:15,6/8/2018 22:30,6/9/2018 3:00,6/11/2018 0:00,Chaguaramas -  TRINIDAD AND TOBAGO,,,,150,https://portal.seisintel.com/resources/reports/18TT_01156_v0.1A_comp20180611_0000.pdf,https://portal.seisintel.com/resources/reports/18TT_01156_v0.1C_comp20180617_1200.pdf,https://portal.seisintel.com/resources/tides/18TT_01156_TIDEOUTPUT_10.7278_-60.5993_20180218-20180623_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_18TT_01156_Z500_D10_20180611_0000.mp4,220,Inferred from AIS,946,Inferred from AIS,15,85,10.7435,-60.62,"https://portal.seisintel.com/#/path/18TT_01156,18TT_01157,18TT_01158"
18TT_01157,18TT_01156,Angostura / Block 2(c) OBN,OBN,Node Layout,Seabed Geosolutions,Seabed Geosolutions,Subsea Viking,BHP Billiton,Trinidad and Tobago,Yes,Chaguaramas -  TRINIDAD AND TOBAGO,2/16/2018 0:00,2/25/2018 11:30,2/26/2018 10:30,6/16/2018 12:00,6/16/2018 13:00,6/17/2018 12:00,Chaguaramas -  TRINIDAD AND TOBAGO,,,,,https://portal.seisintel.com/resources/reports/18TT_01157_v0.1A_comp20180617_1200.pdf,https://portal.seisintel.com/resources/reports/18TT_01156_v0.1C_comp20180617_1200.pdf,https://portal.seisintel.com/resources/tides/18TT_01157_TIDEOUTPUT_10.7270_-60.5858_20180218-20180630_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_18TT_01157_Z500_D10_20180616_0000.mp4,220,Inferred from AIS,946,Inferred from AIS,,,10.7205,-60.601,"https://portal.seisintel.com/#/path/18TT_01156,18TT_01157,18TT_01158"
22US_02403,22US_02403,Appomattox (MC392) 4D OBN,OBN,Node Layout,Magseis Fairfield,Magseis Fairfield,Olympic Artemis,Shell,United States,Yes,At Sea -  UINITED STATES,5/19/2022 0:00,5/19/2022 12:00,5/20/2022 11:00,7/24/2022 7:00,7/24/2022 8:00,7/29/2022 0:00,Galveston -  UNITED STATES,,,,800,https://portal.seisintel.com/resources/reports/22US_02403_v0.1A_comp20220729_0000.pdf,https://portal.seisintel.com/resources/reports/22US_02403_v0.1C_comp20220729_0000.pdf,https://portal.seisintel.com/resources/tides/22US_02403_TIDEOUTPUT_28.6214_-87.9747_20220512-20220807_TPXO_inpr.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_22US_02403_Z500_D10_20220724_1200.mp4,162,Inferred from AIS,732,Inferred from AIS,2200,2300,28.6245,-87.9775,"https://portal.seisintel.com/#/path/22US_02403,22US_02404"
22US_02404,22US_02403,Appomattox (MC392) 4D OBN,OBN,Source,Magseis Fairfield,Magseis Fairfield,Sanco Sword,Shell,United States,Yes,At Sea -  UNITED STATES,5/23/2022 0:00,,5/23/2022 5:15,7/21/2022 17:00,7/21/2022 22:30,7/24/2022 0:00,Galveston -  UNITED STATES,,,,162.5,https://portal.seisintel.com/resources/reports/22US_02404_v0.1A_comp20220724_0000.pdf,https://portal.seisintel.com/resources/reports/22US_02403_v0.1C_comp20220729_0000.pdf,https://portal.seisintel.com/resources/tides/22US_02404_TIDEOUTPUT_28.6233_-87.9868_20220516-20220804_TPXO_inpr.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_22US_02404_Z500_D10_20220720_1200.mp4,162,Inferred from AIS,732,Inferred from AIS,,,28.623,-87.9835,"https://portal.seisintel.com/#/path/22US_02403,22US_02404"
23BR_02587,23BR_02582,Aram OBN,OBN,Node Layout,PXGEO,PXGEO,Siem Dorado,Petrobras,Brazil,Yes,Rio de Janeiro -  BRAZIL,1/25/2023 0:00,2/14/2023 22:00,2/17/2023 21:00,7/28/2023 10:00,7/28/2023 17:00,7/31/2023 0:00,Niteroi -  BRAZIL,,,,1000,https://portal.seisintel.com/resources/reports/23BR_02587_v0.1A_inpr20230808_0122.pdf,https://portal.seisintel.com/resources/reports/23BR_02582_v0.1C_comp20230731_0000.pdf,https://portal.seisintel.com/resources/tides/23BR_02587_TIDEOUTPUT_-25.6505_-44.7234_20230207-20230811_TPXO_inpr.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_23BR_02587_Z500_D10_20230723_1200.mp4,1025,Inferred from AIS,1473,Inferred from AIS,,,-25.649,-44.724,"https://portal.seisintel.com/#/path/23BR_02582,23BR_02587"
23BR_02582,23BR_02582,Aram OBN,OBN,Source,PXGEO,PXGEO,Artemis Odyssey,Petrobras,Brazil,Yes,Rio de Janeiro -  BRAZIL,1/23/2023 0:00,3/9/2023 15:00,3/10/2023 13:00,7/8/2023 15:15,7/8/2023 20:30,7/13/2023 0:00,Niteroi -  BRAZIL,,,,150,https://portal.seisintel.com/resources/reports/23BR_02582_v0.1A_comp20230713_0000.pdf,https://portal.seisintel.com/resources/reports/23BR_02582_v0.1C_comp20230731_0000.pdf,https://portal.seisintel.com/resources/tides/23BR_02582_TIDEOUTPUT_-25.6505_-44.7224_20230302-20230722_TPXO_inpr.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_23BR_02582_Z500_D10_20230708_1200.mp4,1025,Inferred from AIS,1473,Inferred from AIS,1400,1950,-25.6495,-44.7225,"https://portal.seisintel.com/#/path/23BR_02582,23BR_02587"
20NO_01925,20NO_01827,Atlantic Margin 20 (AM20) Node Deployment OBN,OBN,Node Layout,Polarcus,Polarcus,Mainport Cedar,TGS,Norway,Yes,Lerwick -  UNITED KINGDOM,7/24/2020 0:00,7/27/2020 5:00,7/27/2020 10:30,7/29/2020 8:00,,7/29/2020 8:15,At Sea -  NORWAY,,,,,,https://portal.seisintel.com/resources/reports/20NO_01827_v0.1C_comp20200913_0000.pdf,,,5479,Georeferenced Image,,,,,64.1515,2.756,"https://portal.seisintel.com/#/path/20NO_01827,20NO_01925,20NO_01938"
20NO_01938,20NO_01827,Atlantic Margin 20 (AM20) Node Retrieval OBN,OBN,Node Retrieval,Polarcus,Polarcus,Mainport Cedar,TGS,Norway,Yes,At Sea -  NORWAY,8/26/2020 0:00,,8/26/2020 5:30,8/30/2020 12:15,8/30/2020 12:30,8/31/2020 12:00,Alesund -  NORWAY,,,,,,https://portal.seisintel.com/resources/reports/20NO_01827_v0.1C_comp20200913_0000.pdf,https://portal.seisintel.com/resources/tides/20NO_01938_TIDEOUTPUT_64.0106_2.0212_20200819-20200913_TPXO.zip,,5479,Georeferenced Image,,,,,64.1515,2.756,"https://portal.seisintel.com/#/path/20NO_01827,20NO_01925,20NO_01938"
19US_01646,19US_01646,Atlantis 4D OBN,OBN,Source,Magseis Fairfield,Magseis Fairfield,Artemis Angler,BP,United States,Yes,Port Fourchon -  UNITED STATES,8/20/2019 0:00,8/27/2019 15:00,9/1/2019 16:30,10/11/2019 7:45,10/11/2019 12:00,10/12/2019 12:00,Port Fourchon -  UNITED STATES,,,,,https://portal.seisintel.com/resources/reports/19US_01646_v0.1A_comp20191012_1200.pdf,https://portal.seisintel.com/resources/reports/19US_01646_v0.1C_comp20191014_0000.pdf,https://portal.seisintel.com/resources/tides/19US_01646_TIDEOUTPUT_27.2118_-90.0561_20190820-20191025_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_19US_01646_Z500_D10_20191012_1200.mp4,199,Inferred from AIS,677,Inferred from AIS,1310,2180,27.2125,-90.056,"https://portal.seisintel.com/#/path/19US_01646,19US_01653,19US_01654,19US_01664"
19US_01664,19US_01646,Atlantis 4D OBN,OBN,Wolfspar Source,Magseis Fairfield,Magseis Fairfield,Polaris,BP,United States,Yes,Amelia -  UNITED STATES,8/10/2019 0:00,8/21/2019 4:00,8/21/2019 21:00,10/9/2019 21:30,10/10/2019 9:45,10/13/2019 0:00,Amelia -  UNITED STATES,,,,2000,https://portal.seisintel.com/resources/reports/19US_01664_v0.1A_comp20191013_0000.pdf,https://portal.seisintel.com/resources/reports/19US_01646_v0.1C_comp20191014_0000.pdf,https://portal.seisintel.com/resources/tides/19US_01664_TIDEOUTPUT_27.2366_-90.0086_20190814-20191024_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_19US_01664_Z500_D10_20191012_1200.mp4,199,Inferred from AIS,677,Inferred from AIS,,,27.2365,-90.0105,"https://portal.seisintel.com/#/path/19US_01646,19US_01653,19US_01654,19US_01664"
19US_01653,19US_01646,Atlantis 4D OBN,OBN,Node Layout,Magseis Fairfield,Magseis Fairfield,REM Saltire,BP,United States,Yes,Port Fourchon -  UNITED STATES,8/28/2019 0:00,8/31/2019 4:45,8/31/2019 6:00,10/13/2019 2:30,10/13/2019 4:00,10/14/2019 0:00,Port Fourchon -  UNITED STATES,,,,700,https://portal.seisintel.com/resources/reports/19US_01653_v0.1A_comp20191014_0000.pdf,https://portal.seisintel.com/resources/reports/19US_01646_v0.1C_comp20191014_0000.pdf,https://portal.seisintel.com/resources/tides/19US_01653_TIDEOUTPUT_27.2266_-90.0346_20190824-20191027_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_19US_01653_Z500_D10_20191013_1200.mp4,199,Inferred from AIS,677,Inferred from AIS,,,27.2265,-90.0375,"https://portal.seisintel.com/#/path/19US_01646,19US_01653,19US_01654,19US_01664"
22US_02356,22US_02356,Atlantis 4D OBN,OBN,Node Layout,Magseis Fairfield,Magseis Fairfield,REM Saltire,BP,United States,Yes,Galveston -  UNITED STATES,4/9/2022 0:00,4/16/2022 8:30,4/18/2022 21:15,7/3/2022 5:00,7/3/2022 6:00,7/3/2022 8:00,At Sea -  UNITED STATES,,,,375,https://portal.seisintel.com/resources/reports/22US_02356_v0.1A_comp20220703_0800.pdf,https://portal.seisintel.com/resources/reports/22US_02356_v0.1C_comp20220703_0800.pdf,https://portal.seisintel.com/resources/tides/22US_02356_TIDEOUTPUT_27.2273_-90.0256_20220409-20220716_TPXO_inpr.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_22US_02356_Z500_D10_20220702_1200.mp4,197,Georeferenced Image,661,Inferred from AIS,1310,2180,27.224,-90.031,"https://portal.seisintel.com/#/path/22US_02356,22US_02357"
14US_00800,,Atlantis 4D OBN,OBN,Node Layout,Fairfield Geotechnologies,Fairfield Geotechnologies,Carolyn Chouest,BP,United States,Yes,Galveston -  UNITED STATES,12/1/2014 6:00,12/2/2014 18:00,12/3/2014 0:00,5/3/2015 0:00,5/3/2015 6:00,5/5/2015 0:00,Port Fourchon -  UNITED STATES,,,,800,,,https://portal.seisintel.com/resources/tides/14US_00800_TIDEOUTPUT_27.2480_-90.0423_20141125-20150517_TPXO.zip,,289,Inferred from AIS,,,1320,2180,27.2475,-90.043,
19US_01654,19US_01646,Atlantis 4D OBN,OBN,Source,Magseis Fairfield,Magseis Fairfield,Artemis Arctic,BP,United States,Yes,Port Fourchon -  UNITED STATES,8/20/2019 0:00,8/31/2019 1:45,9/5/2019 14:45,10/8/2019 20:45,10/9/2019 2:30,10/12/2019 0:00,Port Fourchon -  UNITED STATES,,,,,https://portal.seisintel.com/resources/reports/19US_01654_v0.1A_comp20191012_0000.pdf,https://portal.seisintel.com/resources/reports/19US_01646_v0.1C_comp20191014_0000.pdf,https://portal.seisintel.com/resources/tides/19US_01654_TIDEOUTPUT_27.2128_-90.0620_20190824-20191023_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_19US_01654_Z500_D10_20191010_1200.mp4,199,Inferred from AIS,677,Inferred from AIS,,,27.212,-90.0615,"https://portal.seisintel.com/#/path/19US_01646,19US_01653,19US_01654,19US_01664"
22US_02357,22US_02356,Atlantis 4D OBN,OBN,Source,Magseis Fairfield,Magseis Fairfield,Sanco Spirit,BP,United States,Yes,Galveston -  UNITED STATES,4/9/2022 0:00,4/14/2022 0:00,4/19/2022 2:00,6/21/2022 9:00,6/22/2022 12:00,6/25/2022 0:00,Port Fourchon -  UNITED STATES,,,,,https://portal.seisintel.com/resources/reports/22US_02357_v0.1A_comp20220625_0000.pdf,https://portal.seisintel.com/resources/reports/22US_02356_v0.1C_comp20220703_0800.pdf,https://portal.seisintel.com/resources/tides/22US_02357_TIDEOUTPUT_27.2267_-90.0212_20220407-20220706_TPXO_inpr.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_22US_02357_Z500_D10_20220610_1200.mp4,197,Georeferenced Image,661,Inferred from AIS,,,27.2265,-90.019,"https://portal.seisintel.com/#/path/22US_02356,22US_02357"
22EG_02376,22EG_02366,Atoll OBN,OBN,Source,Magseis Fairfield,Magseis Fairfield,Oceanic Champion,BP,Egypt,Yes,Alexandria -  EGYPT,5/1/2022 12:00,5/2/2022 8:00,5/9/2022 8:45,7/16/2022 9:45,7/16/2022 12:15,7/17/2022 12:00,Alexandria -  EGYPT,,,,100,https://portal.seisintel.com/resources/reports/22EG_02376_v0.1A_comp20220717_1200.pdf,https://portal.seisintel.com/resources/reports/22EG_02366_v0.1C_comp20220726_1500.pdf,https://portal.seisintel.com/resources/tides/22EG_02376_TIDEOUTPUT_32.3005_31.9140_20220425-20220730_TPXO_inpr.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_22EG_02376_Z500_D10_20220612_1200.mp4,456,Inferred from AIS,826,Inferred from AIS,,,32.299,31.9145,"https://portal.seisintel.com/#/path/22EG_02366,22EG_02367,22EG_02376"
22EG_02366,22EG_02366,Atoll OBN,OBN,Node Layout,Magseis Fairfield,Magseis Fairfield,Havila Subsea,BP,Egypt,Yes,Alexandria -  EGYPT,4/25/2022 0:00,4/26/2022 9:30,4/30/2022 16:00,7/25/2022 13:45,7/25/2022 14:15,7/26/2022 15:00,Alexandria -  EGYPT,,,,450,https://portal.seisintel.com/resources/reports/22EG_02366_v0.1A_comp20220726_1500.pdf,https://portal.seisintel.com/resources/reports/22EG_02366_v0.1C_comp20220726_1500.pdf,https://portal.seisintel.com/resources/tides/22EG_02366_TIDEOUTPUT_32.2951_31.9102_20220419-20220808_TPXO_inpr.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_22EG_02366_Z500_D10_20220724_1200.mp4,456,Inferred from AIS,826,Inferred from AIS,840,1150,32.3015,31.907,"https://portal.seisintel.com/#/path/22EG_02366,22EG_02367,22EG_02376"
22EG_02367,22EG_02366,Atoll OBN,OBN,Source,Magseis Fairfield,Magseis Fairfield,Sanco Atlantic,BP,Egypt,Yes,Alexandria -  EGYPT,4/25/2022 12:00,5/2/2022 5:00,5/4/2022 3:00,7/18/2022 18:00,7/18/2022 21:15,7/19/2022 18:00,Alexandria -  EGYPT,,,,100,https://portal.seisintel.com/resources/reports/22EG_02367_v0.1A_comp20220719_1800.pdf,https://portal.seisintel.com/resources/reports/22EG_02366_v0.1C_comp20220726_1500.pdf,https://portal.seisintel.com/resources/tides/22EG_02367_TIDEOUTPUT_32.3016_31.9132_20220425-20220801_TPXO_inpr.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_22EG_02367_Z500_D10_20220718_1200.mp4,456,Inferred from AIS,826,Inferred from AIS,,,32.301,31.9135,"https://portal.seisintel.com/#/path/22EG_02366,22EG_02367,22EG_02376"
18NO_01319,18NO_01254,AX18200 Utisira 2018 OBN,OBN,Source,Axxis Geo Solutions (AGS),Axxis Geo Solutions (AGS),Pacific Finder,Axxis Geo Solutions (AGS) Multiclient,Norway,Yes,Stavanger -  NORWAY,8/8/2018 0:00,8/15/2018 0:00,8/16/2018 13:30,10/4/2018 22:30,10/5/2018 4:00,10/7/2018 0:00,Tananger -  NORWAY,,,,,https://portal.seisintel.com/resources/reports/18NO_01319_v0.1A_comp20181007_0000.pdf,https://portal.seisintel.com/resources/reports/18NO_01254_v0.1C_comp20181212_0000.pdf,https://portal.seisintel.com/resources/tides/18NO_01319_TIDEOUTPUT_58.8685_1.9916_20180808-20181019_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_18NO_01319_Z500_D10_20181007_0000.mp4,1122,Published Coordinates / Inferred from AIS,1247,Inferred from AIS,,,58.974,2.013,"https://portal.seisintel.com/#/path/18NO_01254,18NO_01255,18NO_01271,18NO_01319,18NO_01384"
18NO_01254,18NO_01254,AX18200 Utisira 2018 OBN,OBN,Source,Axxis Geo Solutions (AGS),Axxis Geo Solutions (AGS),Neptune Naiad,Axxis Geo Solutions (AGS) Multiclient,Norway,Yes,Tananger -  NORWAY,6/20/2018 0:00,6/26/2018 12:00,6/26/2018 13:00,11/24/2018 12:30,11/24/2018 14:30,11/26/2018 0:00,Stavanger -  NORWAY,,,,,https://portal.seisintel.com/resources/reports/18NO_01254_v0.1A_comp20181126_0000.pdf,https://portal.seisintel.com/resources/reports/18NO_01254_v0.1C_comp20181212_0000.pdf,https://portal.seisintel.com/resources/tides/18NO_01254_TIDEOUTPUT_58.9569_2.0048_20180619-20181208_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_18NO_01254_Z500_D10_20181126_0000.mp4,1122,Published Coordinates / Inferred from AIS,1247,Inferred from AIS,108,118,58.9695,1.9175,"https://portal.seisintel.com/#/path/18NO_01254,18NO_01255,18NO_01271,18NO_01319,18NO_01384"
18NO_01271,18NO_01254,AX18200 Utsira 2018 OBN,OBN,Node Layout,Axxis Geo Solutions (AGS),Axxis Geo Solutions (AGS),Havila Fortune,Axxis Geo Solutions (AGS) Multiclient,Norway,Yes,Stavanger -  NORWAY,7/2/2018 0:00,7/12/2018 8:30,8/30/2018 12:00,10/5/2018 14:00,10/5/2018 14:15,10/7/2018 0:00,Stavanger -  NORWAY,,,,,https://portal.seisintel.com/resources/reports/18NO_01271_v0.1A_comp20181007_0000.pdf,https://portal.seisintel.com/resources/reports/18NO_01254_v0.1C_comp20181212_0000.pdf,https://portal.seisintel.com/resources/tides/18NO_01271_TIDEOUTPUT_58.8679_1.9888_20180705-20181019_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_18NO_01271_Z500_D10_20181007_0000.mp4,1122,Published Coordinates / Inferred from AIS,1247,Inferred from AIS,,,58.97,2.0165,"https://portal.seisintel.com/#/path/18NO_01254,18NO_01255,18NO_01271,18NO_01319,18NO_01384"
18NO_01255,18NO_01254,AX18200 Utsira 2018 OBN,OBN,Node Layout,Axxis Geo Solutions (AGS),Axxis Geo Solutions (AGS),Geo Caspian,Axxis Geo Solutions (AGS) Multiclient,Norway,Yes,Tananger -  NORWAY,6/20/2018 0:00,6/28/2018 4:00,6/28/2018 13:00,12/10/2018 18:00,12/10/2018 18:30,12/12/2018 0:00,Mekjarvik -  NORWAY,,,,,https://portal.seisintel.com/resources/reports/18NO_01255_v0.1A_comp20181212_0000.pdf,https://portal.seisintel.com/resources/reports/18NO_01254_v0.1C_comp20181212_0000.pdf,https://portal.seisintel.com/resources/tides/18NO_01255_TIDEOUTPUT_58.9689_2.0413_20180621-20181224_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_18NO_01255_Z500_D10_20181212_0000.mp4,1122,Published Coordinates / Inferred from AIS,1247,Inferred from AIS,,,58.974,2.0155,"https://portal.seisintel.com/#/path/18NO_01254,18NO_01255,18NO_01271,18NO_01319,18NO_01384"
18NO_01384,18NO_01254,AX18200 Utsira 2018 OBN,OBN,Source,Axxis Geo Solutions (AGS),Axxis Geo Solutions (AGS),Sanco Sword,Axxis Geo Solutions (AGS) Multiclient,Norway,Yes,Alesund -  NORWAY,10/16/2018 0:00,10/25/2018 19:00,10/28/2018 13:15,12/8/2018 12:00,12/8/2018 19:00,12/10/2018 0:00,Mekjarvik -  NORWAY,,,,,https://portal.seisintel.com/resources/reports/18NO_01384_v0.1A_comp20181210_0000.pdf,https://portal.seisintel.com/resources/reports/18NO_01254_v0.1C_comp20181212_0000.pdf,https://portal.seisintel.com/resources/tides/18NO_01384_TIDEOUTPUT_58.9692_2.0318_20181018-20181222_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_18NO_01384_Z500_D10_20181210_0000.mp4,1122,Published Coordinates / Inferred from AIS,1247,Inferred from AIS,,,58.9745,2.0055,"https://portal.seisintel.com/#/path/18NO_01254,18NO_01255,18NO_01271,18NO_01319,18NO_01384"
19NO_01582,19NO_01581,AX19200 Utsira  2019 OBN,OBN,Source,Axxis Geo Solutions (AGS),Axxis Geo Solutions (AGS),Sanco Sword,Axxis Geo Solutions (AGS) Multiclient/TGS/AkerBP,Norway,Yes,Stavanger -  NORWAY,6/23/2019 0:00,7/3/2019 7:30,7/5/2019 8:00,10/7/2019 0:00,10/7/2019 3:00,10/10/2019 0:00,Stavanger -  NORWAY,,,,150,https://portal.seisintel.com/resources/reports/19NO_01582_v0.1A_comp20191010_0000.pdf,https://portal.seisintel.com/resources/reports/19NO_01581_v0.1C_comp20191010_0000.pdf,https://portal.seisintel.com/resources/tides/19NO_01582_TIDEOUTPUT_58.7509_1.8660_20190626-20191021_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_19NO_01582_Z500_D10_20191007_1200.mp4,1075,Inferred from AIS,1569,Inferred from AIS,,,58.7615,1.8435,"https://portal.seisintel.com/#/path/19NO_01581,19NO_01582,19NO_01597,19NO_01601,19NO_01607,19NO_01648"
19NO_01581,19NO_01581,AX19200 Utsira  2019 OBN,OBN,Node Layout,Axxis Geo Solutions (AGS),Axxis Geo Solutions (AGS),Havila Aurora,Axxis Geo Solutions (AGS) Multiclient/TGS/AkerBP,Norway,Yes,Tananger -  NORWAY,6/27/2019 0:00,7/3/2019 8:00,7/3/2019 9:00,10/8/2019 11:15,10/8/2019 11:30,10/10/2019 0:00,Stavanger -  NORWAY,,,,300,https://portal.seisintel.com/resources/reports/19NO_01581_v0.1A_comp20191010_0000.pdf,https://portal.seisintel.com/resources/reports/19NO_01581_v0.1C_comp20191010_0000.pdf,https://portal.seisintel.com/resources/tides/19NO_01581_TIDEOUTPUT_58.7469_1.8841_20190626-20191022_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_19NO_01581_Z500_D10_20191007_1200.mp4,1075,Inferred from AIS,1569,Inferred from AIS,104,120,58.7595,1.8525,"https://portal.seisintel.com/#/path/19NO_01581,19NO_01582,19NO_01597,19NO_01601,19NO_01607,19NO_01648"
19NO_01648,19NO_01581,AX19200 Utsira 2019 OBN,OBN,Source,Axxis Geo Solutions (AGS),Axxis Geo Solutions (AGS),Osprey Explorer,Axxis Geo Solutions (AGS) Multiclient/TGS/AkerBP,Norway,Yes,Tranneset -  NORWAY,8/25/2019 0:00,8/28/2019 18:00,9/1/2019 14:00,10/6/2019 20:30,10/7/2019 1:15,10/9/2019 0:00,Torangsvag -  NORWAY,,,,150,https://portal.seisintel.com/resources/reports/19NO_01648_v0.1A_comp20191009_0000.pdf,https://portal.seisintel.com/resources/reports/19NO_01581_v0.1C_comp20191010_0000.pdf,https://portal.seisintel.com/resources/tides/19NO_01648_TIDEOUTPUT_58.7493_1.8612_20190821-20191021_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_19NO_01648_Z500_D10_20191007_1200.mp4,1075,Inferred from AIS,1569,Inferred from AIS,,,58.76,1.8365,"https://portal.seisintel.com/#/path/19NO_01581,19NO_01582,19NO_01597,19NO_01601,19NO_01607,19NO_01648"
19NO_01607,19NO_01581,AX19200 Utsira 2019 OBN,OBN,Node Layout,Axxis Geo Solutions (AGS),Axxis Geo Solutions (AGS),Havila Fortune,Axxis Geo Solutions (AGS) Multiclient/TGS/AkerBP,Norway,Yes,Tananger -  NORWAY,7/14/2019 0:00,7/23/2019 21:00,7/23/2019 22:00,10/8/2019 13:15,10/8/2019 13:30,10/10/2019 0:00,Mekjarvik -  NORWAY,,,,300,https://portal.seisintel.com/resources/reports/19NO_01607_v0.1A_comp20191010_0000.pdf,https://portal.seisintel.com/resources/reports/19NO_01581_v0.1C_comp20191010_0000.pdf,https://portal.seisintel.com/resources/tides/19NO_01607_TIDEOUTPUT_58.7466_1.8842_20190716-20191022_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_19NO_01607_Z500_D10_20191007_1200.mp4,1075,Inferred from AIS,1569,Inferred from AIS,,,58.759,1.8565,"https://portal.seisintel.com/#/path/19NO_01581,19NO_01582,19NO_01597,19NO_01601,19NO_01607,19NO_01648"
19NO_01597,19NO_01581,AX19200 Utsira 2019 OBN,OBN,Source,Axxis Geo Solutions (AGS),Axxis Geo Solutions (AGS),Neptune Naiad,Axxis Geo Solutions (AGS) Multiclient/TGS/AkerBP,Norway,Yes,Stavanger -  NORWAY,7/11/2019 0:00,7/17/2019 7:30,7/17/2019 17:30,8/20/2019 16:30,8/20/2019 17:45,8/22/2019 0:00,Stavanger -  NORWAY,,,,150,https://portal.seisintel.com/resources/reports/19NO_01597_v0.1A_comp20190822_0000.pdf,https://portal.seisintel.com/resources/reports/19NO_01581_v0.1C_comp20191010_0000.pdf,https://portal.seisintel.com/resources/tides/19NO_01597_TIDEOUTPUT_58.7504_1.8659_20190710-20190903_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_19NO_01597_Z500_D10_20190715_1200.mp4,1075,Inferred from AIS,1569,Inferred from AIS,,,58.761,1.8435,"https://portal.seisintel.com/#/path/19NO_01581,19NO_01582,19NO_01597,19NO_01601,19NO_01607,19NO_01648"
19NO_01601,19NO_01581,AX19200 Utsira 2019 OBN,OBN,Source,Axxis Geo Solutions (AGS),Axxis Geo Solutions (AGS),Pacific Finder,Axxis Geo Solutions (AGS) Multiclient/TGS/AkerBP,Norway,Yes,Stavanger -  NORWAY,7/18/2019 0:00,7/22/2019 9:00,7/25/2019 13:45,10/6/2019 7:00,10/6/2019 10:00,10/9/2019 0:00,Off Stavanger -  NORWAY,,,,150,https://portal.seisintel.com/resources/reports/19NO_01601_v0.1A_comp20191009_0000.pdf,https://portal.seisintel.com/resources/reports/19NO_01581_v0.1C_comp20191010_0000.pdf,https://portal.seisintel.com/resources/tides/19NO_01601_TIDEOUTPUT_58.7492_1.8620_20190715-20191020_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_19NO_01601_Z500_D10_20191007_1200.mp4,1075,Inferred from AIS,1569,Inferred from AIS,,,58.7605,1.8395,"https://portal.seisintel.com/#/path/19NO_01581,19NO_01582,19NO_01597,19NO_01601,19NO_01607,19NO_01648"
