Survey Id,Parent Id,Survey Name,Type,Activity,Company,Survey Company,Vessel,Client,Country,Complete,Mobilisation Location,Mobilisation Start,Deployment Start,Production Start,Production End,Retrieval End,Demobilisation End,Demobilisation Location,Number of Streamers,Streamer Separation,Streamer Length,Sail Line Separation,Report,Combo Report,Tides,Ocean Current,FFSQKM,FFSQKM Method,Shot Patch SQKM,Shotpatch Method,FF Minimum Water Depth (m),FF Maximum Water Depth (m),CentreLAT,CentreLONG,Replay
19RU_01565,19RU_01565,Ayashsky OBN,OBN,Source,MAGE,MAGE,Nikolay Trubyatchinskiy,Gazprom,Russian Federation,Yes,Vladivostok -  RUSSIA,5/27/2019 0:00,6/6/2019 13:00,6/7/2019 14:00,10/16/2019 0:45,10/16/2019 5:00,10/23/2019 0:00,Vladivostok -  RUSSIA,,,,180,https://portal.seisintel.com/resources/reports/19RU_01565_v0.1A_comp20191023_0000.pdf,https://portal.seisintel.com/resources/reports/19RU_01565_v0.1C_comp20191023_0000.pdf,https://portal.seisintel.com/resources/tides/19RU_01565_TIDEOUTPUT_52.1552_143.8965_20190530-20191030_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_19RU_01565_Z500_D10_20191016_1200.mp4,846,Inferred from AIS,893,Inferred from AIS,45,88,52.1695,143.8715,"https://portal.seisintel.com/#/path/19RU_01565,19RU_01579"
19RU_01579,19RU_01565,Ayashsky OBN,OBN,Node Layout,MAGE,MAGE,Allianz Titanium,Gazprom,Russian Federation,Yes,Vladivostock -  RUSSIA,6/2/2019 0:00,6/14/2019 17:00,6/14/2019 18:00,10/16/2019 14:00,10/16/2019 14:30,10/23/2019 0:00,Vladivostok -  RUSSIA,,,,300,https://portal.seisintel.com/resources/reports/19RU_01579_v0.1A_comp20191023_0000.pdf,https://portal.seisintel.com/resources/reports/19RU_01565_v0.1C_comp20191023_0000.pdf,https://portal.seisintel.com/resources/tides/19RU_01579_TIDEOUTPUT_52.1566_143.8960_20190607-20191030_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_19RU_01579_Z500_D10_20191016_1200.mp4,846,Inferred from AIS,893,Inferred from AIS,,,52.171,143.87,"https://portal.seisintel.com/#/path/19RU_01565,19RU_01579"
15TH_00363,,B-08/38 Bualuang OBN,OBN,,COSL,COSL,Bin Hai 517,Ophir Energy,Thailand,Yes,Songkhla -  THAILAND,6/9/2015 18:00,6/15/2015 5:00,6/16/2015 0:00,7/10/2015 0:00,7/10/2015 18:00,7/13/2015 0:00,Songkhla -  THAILAND,,,,,,,https://portal.seisintel.com/resources/tides/15TH_00363_TIDEOUTPUT_10.4887_100.3012_20150608-20150724_TPXO.zip,,,,,,,,10.4925,100.3005,
20US_01915,20US_01916,Baldpate Hub OBN,OBN,Source,Magseis Fairfield,Magseis Fairfield,Sanco Spirit,Hess / Anadarko,United States,Yes,Port Fourchon -  UNITED STATES,8/10/2020 0:00,8/14/2020 1:30,8/18/2020 3:30,10/16/2020 8:45,10/16/2020 11:15,10/25/2020 0:00,Galveston -  UNITED STATES,,,,200,https://portal.seisintel.com/resources/reports/20US_01915_v0.1A_comp20201025_0000.pdf,https://portal.seisintel.com/resources/reports/20US_01916_v0.1C_comp20201101_0000.pdf,https://portal.seisintel.com/resources/tides/20US_01915_TIDEOUTPUT_27.7712_-91.9892_20200807-20201030_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_20US_01915_Z500_D10_20201009_1200.mp4,426,Inferred from AIS,1727,Inferred from AIS,,,27.769,-91.9865,"https://portal.seisintel.com/#/path/20US_01915,20US_01916,20US_01919"
20US_01916,20US_01916,Baldpate Hub OBN,OBN,Node Layout,Magseis Fairfield,Magseis Fairfield,REM Saltire,Hess / Anadarko,United States,Yes,At Sea -  UNITED STATES,8/16/2020 0:00,8/17/2020 12:00,8/17/2020 15:00,10/27/2020 23:00,10/28/2020 0:00,11/1/2020 0:00,Galveston -  UNITED STATES,,,,800,https://portal.seisintel.com/resources/reports/20US_01916_v0.1A_comp20201101_0000.pdf,https://portal.seisintel.com/resources/reports/20US_01916_v0.1C_comp20201101_0000.pdf,https://portal.seisintel.com/resources/tides/20US_01916_TIDEOUTPUT_27.7542_-91.9955_20200810-20201111_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_20US_01916_Z500_D10_20201027_1200.mp4,426,Inferred from AIS,1727,Inferred from AIS,175,800,27.7625,-91.9875,"https://portal.seisintel.com/#/path/20US_01915,20US_01916,20US_01919"
20US_01919,20US_01916,Baldpate Hub OBN,OBN,Source,Magseis Fairfield,Magseis Fairfield,Artemis Arctic,Hess / Anadarko,United States,Yes,At Sea -  UNITED STATES,8/19/2020 0:00,8/19/2020 9:00,8/21/2020 4:00,10/19/2020 14:15,10/19/2020 17:30,10/25/2020 0:00,Galveston -  UNITED STATES,,,,200,https://portal.seisintel.com/resources/reports/20US_01919_v0.1A_comp20201025_0000.pdf,https://portal.seisintel.com/resources/reports/20US_01916_v0.1C_comp20201101_0000.pdf,https://portal.seisintel.com/resources/tides/20US_01919_TIDEOUTPUT_27.7706_-91.9885_20200812-20201102_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_20US_01919_Z500_D10_20201010_1200.mp4,426,Inferred from AIS,1727,Inferred from AIS,,,27.7695,-91.988,"https://portal.seisintel.com/#/path/20US_01915,20US_01916,20US_01919"
20US_01776,20US_01776,Ballymore OBN,OBN,Node Layout / Source,Seabed Geosolutions,Seabed Geosolutions,Hugin Explorer,Chevron,United States,Yes,Galveston -  UNITED STATES,2/2/2020 0:00,2/10/2020 0:00,2/13/2020 0:00,5/7/2020 16:00,5/7/2020 19:00,5/10/2020 0:00,Gulfport -  UNITED STATES,,,,700,https://portal.seisintel.com/resources/reports/20US_01776_v0.1A_comp20200510_0000.pdf,,https://portal.seisintel.com/resources/tides/20US_01776_TIDEOUTPUT_28.3519_-88.2448_20200203-20200521_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_20US_01776_Z500_D10_20200508_1200.mp4,186,Inferred from AIS,301,Inferred from AIS,1900,2140,28.352,-88.2435,https://portal.seisintel.com/#/path/20US_01776
19CN_01483,19CN_01482,Block 11/05 OBN,OBN,,COSL,COSL,Bin Hai 527,CNOOC,China,Yes,Qinhuangdao -  CHINA,3/6/2019 0:00,3/8/2019 15:00,3/8/2019 16:00,7/12/2019 21:00,7/13/2019 0:00,7/13/2019 14:00,At Sea -  CHINA,,,,,,,https://portal.seisintel.com/resources/tides/19CN_01483_TIDEOUTPUT_38.3609_120.1272_20190301-20190727_TPXO.zip,,,,,,,,38.3595,120.1265,"https://portal.seisintel.com/#/path/19CN_01482,19CN_01483,19CN_01789"
19CN_01717,,Block 11/05 OBN,OBN,,COSL,COSL,Dong Fang Ming Zhu,CNOOC,China,Yes,Qinhuongdao -  CHINA,10/22/2019 0:00,10/31/2019 1:00,10/31/2019 2:00,12/14/2019 0:00,12/14/2019 4:00,12/14/2019 12:00,Longkou Gang -  CHINA,,,,,,,https://portal.seisintel.com/resources/tides/19CN_01717_TIDEOUTPUT_38.3320_120.0966_20191024-20191228_TPXO.zip,,,,,,,,38.332,120.097,
19CN_01789,19CN_01482,Block 11/05 OBN,OBN,,COSL,COSL,Bin Hai 527,CNOOC,China,Yes,Tianjin Xin Gang -  CHINA,10/24/2019 0:00,10/30/2019 0:00,10/31/2019 1:00,12/15/2019 4:00,12/15/2019 5:00,12/17/2019 0:00,Qinhuangdao -  CHINA,,,,,,,,,,,,,,,38.334,120.108,"https://portal.seisintel.com/#/path/19CN_01482,19CN_01483,19CN_01789"
19CN_01482,19CN_01482,Block 11/05 OBN,OBN,,COSL,COSL,Dong Fang Ming Zhu,CNOOC,China,Yes,Qinhuangdao -  CHINA,3/6/2019 0:00,3/7/2019 20:15,3/8/2019 0:00,7/11/2019 15:30,7/12/2019 12:30,7/15/2019 0:00,Qinhuangdao -  CHINA,,,,,,,https://portal.seisintel.com/resources/tides/19CN_01482_TIDEOUTPUT_38.3610_120.1292_20190228-20190726_TPXO.zip,,,,,,,,38.3595,120.128,"https://portal.seisintel.com/#/path/19CN_01482,19CN_01483,19CN_01789"
19CN_01574,18CN_01715,Block 11/19 OBN,OBN,Source,COSL,COSL,Hai Yang Shi You 751 (HYSY 751),,China,Yes,Qinhuangdao -  CHINA,6/1/2019 0:00,6/7/2019 0:00,6/7/2019 15:00,3/17/2020 3:00,3/17/2020 14:00,3/31/2020 0:00,Penglai -  CHINA,,,,,,,https://portal.seisintel.com/resources/tides/19CN_01574_TIDEOUTPUT_38.4362_119.1439_20190531-20200331_TPXO.zip,,,,,,,,38.4365,119.143,"https://portal.seisintel.com/#/path/19CN_01574,18CN_01715"
19AO_01645,,Block 14 Belize-Benguela OBN,OBN,Node Layout / Source,Seabed Geosolutions,Seabed Geosolutions,Hugin Explorer,Chevron / Sonangol / Eni / Total,Angola,Yes,Off Cubinda -  ANGOLA,8/13/2019 0:00,8/23/2019 6:30,8/23/2019 10:15,10/24/2019 12:00,10/24/2019 12:15,10/27/2019 0:00,Off Cabinda -  ANGOLA,,,,800,https://portal.seisintel.com/resources/reports/19AO_01645_v0.1A_comp20191027_0000.pdf,,https://portal.seisintel.com/resources/tides/19AO_01645_TIDEOUTPUT_-5.4923_11.5177_20190816-20191107_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_19AO_01645_Z500_D10_20191024_1200.mp4,150,Inferred from AIS,,,230,500,-5.492,11.5165,
19MY_01519,19MY_01496,Block G Malikai OBN,OBN,Source,Magseis,Magseis,Voyager Explorer,Shell,Malaysia,Yes,At Sea -  MALAYSIA,3/28/2019 12:00,,3/28/2019 22:00,4/7/2019 15:30,4/7/2019 18:00,4/10/2019 0:00,Labuan -  MALAYSIA,,,,,,,,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_19MY_01519_Z500_D10_20190410_0000.mp4,17,Inferred from AIS,,,,,6.35,115.115,"https://portal.seisintel.com/#/path/19MY_01496,19MY_01519"
19MY_01496,19MY_01496,Block G Malikai OBN,OBN,Node Layout,Magseis,Magseis,NOR Australis,Shell,Malaysia,Yes,At Sea -  MALAYSIA,3/17/2019 0:00,3/17/2019 11:00,3/17/2019 13:00,4/10/2019 14:00,4/10/2019 14:30,4/15/2019 0:00,Labuan -  MALAYSIA,,,,,,,https://portal.seisintel.com/resources/tides/19MY_01496_TIDEOUTPUT_6.3501_115.1073_20190310-20190424_TPXO.zip,,17,Inferred from AIS,,,500,600,6.349,115.1065,"https://portal.seisintel.com/#/path/19MY_01496,19MY_01519"
19BR_01703,19BR_01702,BM-S-54 / Sul de Gato do Mato OBN,OBN,Source,SAExploration,SAExploration,Neptune Naiad,Shell / Total,Brazil,Yes,Barra do Acu -  BRAZIL,10/9/2019 12:00,10/21/2019 18:00,11/3/2019 22:45,1/14/2020 11:15,1/14/2020 13:30,1/17/2020 0:00,Rio de Janeiro -  BRAZIL,,,,100,https://portal.seisintel.com/resources/reports/19BR_01703_v0.1A_comp20200117_0000.pdf,https://portal.seisintel.com/resources/reports/19BR_01702_v0.1C_comp20200126_0000.pdf,https://portal.seisintel.com/resources/tides/19BR_01703_TIDEOUTPUT_-24.9338_-43.0397_20191014-20200128_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_19BR_01703_Z500_D10_20200113_1200.mp4,315,Inferred from AIS,463,Inferred from AIS,,,-24.9365,-43.0325,"https://portal.seisintel.com/#/path/19BR_01702,19BR_01703"
19BR_01702,19BR_01702,BM-S-54 / Sul de Gato do Mato OBN,OBN,Node Layout,SAExploration,SAExploration,Island Enforcer,Shell / Total,Brazil,Yes,Barra do Acu -  BRAZIL,10/9/2019 12:00,10/21/2019 15:00,10/29/2019 0:00,1/20/2020 8:00,1/21/2020 14:00,1/26/2020 0:00,Barra do Acu -  BRAZIL,,,,800,https://portal.seisintel.com/resources/reports/19BR_01702_v0.1A_comp20200126_0000.pdf,https://portal.seisintel.com/resources/reports/19BR_01702_v0.1C_comp20200126_0000.pdf,https://portal.seisintel.com/resources/tides/19BR_01702_TIDEOUTPUT_-24.9390_-43.0426_20191014-20200204_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_19BR_01702_Z500_D10_20200119_1200.mp4,315,Inferred from AIS,463,Inferred from AIS,1900,2100,-24.939,-43.0405,"https://portal.seisintel.com/#/path/19BR_01702,19BR_01703"
16MY_00473,,Bokor OBN,OBN,,Magseis,Magseis,Artemis Athene,Petronas Carigali,Malaysia,Yes,Bintulu -  MALAYSIA,12/18/2015 4:00,12/20/2015 0:00,12/23/2015 12:00,5/17/2016 2:00,5/17/2016 3:00,5/21/2016 0:00,Loyang -  SINGAPORE,,,,,,,https://portal.seisintel.com/resources/tides/16MY_00473_TIDEOUTPUT_4.5512_113.6352_20151213-20160531.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_16MY_00473_Z500_D10_20160522_0000.mp4,,,,,,,4.551,113.635,
18NG_01170,18NG_01170,Bonga 4D OBN,OBN,Node Layout,Seabed Geosolutions,Seabed Geosolutions,Hugin Explorer,Shell Nigeria Exploration and Production Company,Nigeria,Yes,Tema -  GHANA,3/14/2018 0:00,3/26/2018 18:00,3/27/2018 15:30,5/28/2018 12:00,5/28/2018 14:15,5/31/2018 0:00,Tema -  GHANA,,,,800,https://portal.seisintel.com/resources/reports/18NG_01170_v0.1A_comp20180531_0000.pdf,https://portal.seisintel.com/resources/reports/18NG_01170_v0.1C_comp20180531_0000.pdf,https://portal.seisintel.com/resources/tides/18NG_01170_TIDEOUTPUT_4.5267_4.6035_20180319-20180611_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_18NG_01170_Z500_D10_20180530_0000.mp4,172,Inferred from AIS,419,Inferred from AIS,930,1160,4.527,4.598,"https://portal.seisintel.com/#/path/18NG_01170,18NG_01171"
18NG_01171,18NG_01170,Bonga 4D OBN,OBN,Source,Seabed Geosolutions,Seabed Geosolutions,Osprey Explorer,Shell Nigeria Exploration and Production Company,Nigeria,Yes,Tema -  GHANA,3/13/2018 12:00,3/26/2018 18:00,3/27/2018 14:15,5/18/2018 10:00,5/18/2018 15:30,5/28/2018 0:00,Off Tema -  GHANA,,,,75,https://portal.seisintel.com/resources/reports/18NG_01171_v0.1A_comp20180528_0000.pdf,https://portal.seisintel.com/resources/reports/18NG_01170_v0.1C_comp20180531_0000.pdf,https://portal.seisintel.com/resources/tides/18NG_01171_TIDEOUTPUT_4.5328_4.5994_20180319-20180601_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_18NG_01171_Z500_D10_20180528_0000.mp4,172,Inferred from AIS,419,Inferred from AIS,,,4.5325,4.599,"https://portal.seisintel.com/#/path/18NG_01170,18NG_01171"
18BR_01383,18BR_01382,Buzios OBN,OBN,Source,Seabed Geosolutions,Seabed Geosolutions,Vantage,Petrobras,Brazil,Yes,Rio de Janeiro -  BRAZIL,10/16/2018 0:00,10/20/2018 18:00,11/1/2018 7:00,10/12/2019 22:30,10/13/2019 1:00,10/15/2019 0:00,Rio de Janeiro -  BRAZIL,,,,100,https://portal.seisintel.com/resources/reports/18BR_01383_v0.1A_comp20191015_0000.pdf,https://portal.seisintel.com/resources/reports/18BR_01382_v0.1C_comp20191031_0000.pdf,https://portal.seisintel.com/resources/tides/18BR_01383_TIDEOUTPUT_-24.6769_-42.5053_20181013-20191027_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_18BR_01383_Z500_D10_20191013_1200.mp4,1709,Inferred from AIS,2775,Inferred from AIS,,,-24.665,-42.51,"https://portal.seisintel.com/#/path/18BR_01382,18BR_01383"
18BR_01382,18BR_01382,Buzios OBN,OBN,Node Layout,Seabed Geosolutions,Seabed Geosolutions,Subsea Viking,Petrobras,Brazil,Yes,Rio de Janeiro -  BRAZIL,10/16/2018 0:00,10/22/2018 0:00,10/24/2018 8:30,10/27/2019 4:00,10/27/2019 4:30,10/31/2019 0:00,Rio de Janeiro -  BRAZIL,,,,1000,https://portal.seisintel.com/resources/reports/18BR_01382_v0.1A_comp20191031_0000.pdf,https://portal.seisintel.com/resources/reports/18BR_01382_v0.1C_comp20191031_0000.pdf,https://portal.seisintel.com/resources/tides/18BR_01382_TIDEOUTPUT_-24.6600_-42.4962_20181015-20191110_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_18BR_01382_Z500_D10_20191029_1200.mp4,1709,Inferred from AIS,2775,Inferred from AIS,1500,2150,-24.658,-42.4955,"https://portal.seisintel.com/#/path/18BR_01382,18BR_01383"
16GB_00612,16GB_00591,Buzzard OBN,OBN,Node Layout,Seabed Geosolutions,Seabed Geosolutions,Hugin Explorer,Nexen Petroleum U.K. Limited,United Kingdom,Yes,Aberdeen -  UNITED KINGDOM,6/15/2016 0:00,6/26/2016 0:00,6/26/2016 3:00,8/25/2016 16:00,8/25/2016 23:00,8/26/2016 10:00,Peterhead -  UNITED KINGDOM,,,,600,,,https://portal.seisintel.com/resources/tides/16GB_00612_TIDEOUTPUT_57.8332_-0.9479_20160619-20160908.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_16GB_00612_Z500_D10_20160827_0000.mp4,65,Inferred from AIS,227,Inferred from AIS,,,57.824,-0.951,"https://portal.seisintel.com/#/path/16GB_00591,16GB_00612"
16GB_00591,16GB_00591,Buzzard OBN,OBN,Source,Seabed Geosolutions,Seabed Geosolutions,Osprey Explorer,Nexen Petroleum U.K. Limited,United Kingdom,Yes,Montrose -  UNITED KINGDOM,6/22/2016 0:00,6/25/2016 4:30,6/27/2016 23:00,8/22/2016 1:00,8/25/2016 20:30,8/26/2016 10:00,Peterhead -  UNITED KINGDOM,,,,75,,,https://portal.seisintel.com/resources/tides/16GB_00591_TIDEOUTPUT_57.8227_-0.9478_20160618-20160908.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_16GB_00591_Z500_D10_20160827_0000.mp4,65,Inferred from AIS,227,Inferred from AIS,85,95,57.8265,-0.955,"https://portal.seisintel.com/#/path/16GB_00591,16GB_00612"
21US_02127,21US_02097,Cascadia Submarine Forearc OBN,OBN,Node Layout,National Science Foundation (NSF),National Science Foundation (NSF),Oceanus,NSF / Woods Hole Oceanographic Institution (WHOI),United States,Yes,Toledo -  UNITED STATES,6/14/2021 0:00,6/20/2021 0:00,6/20/2021 0:30,7/9/2021 8:00,7/9/2021 8:30,7/15/2021 0:00,Port Angeles -  UNITED STATES,,,,,,,https://portal.seisintel.com/resources/tides/21US_02127_TIDEOUTPUT_45.9791_-125.9012_20210613-20210723_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_21US_02127_Z500_D10_20210628_1200.mp4,,,,,,,46.015,-126.389,"https://portal.seisintel.com/#/path/21US_02097,21US_02127"
21US_02097,21US_02097,Cascadia Submarine Forearc OBN,OBN,Node Layout / Source,Columbia University,Columbia University,Marcus G. Langseth,NSF / Woods Hole Oceanographic Institution (WHOI),United States,Yes,Newport -  UNITED STATES,5/15/2021 0:00,5/24/2021 18:00,5/24/2021 18:30,7/10/2021 3:00,7/11/2021 4:30,7/15/2021 0:00,Seattle -  UNITED STATES,,,,,,,https://portal.seisintel.com/resources/tides/21US_02097_TIDEOUTPUT_45.9907_-125.9036_20210517-20210725_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_21US_02097_Z500_D10_20210523_1200.mp4,,,,,,,46.02,-126.4005,"https://portal.seisintel.com/#/path/21US_02097,21US_02127"
22KY_02568,,Cayman Seismicity 1 of 2 - OBS deployment OBN,OBN,Node Layout,Columbia University,Columbia University,Marcus G. Langseth,University of California / Woods Hole Oceanographic Institution,Cayman Islands,Yes,Playa de Ponce -  PUERTO RICO,11/30/2022 0:00,12/5/2022 13:00,12/5/2022 14:00,12/11/2022 4:00,12/11/2022 4:15,12/16/2022 0:00,Tampa -  UNITED STATES,,,,,,,https://portal.seisintel.com/resources/tides/22KY_02568_TIDEOUTPUT_18.2636_-81.0585_20221128-20221231_TPXO_inpr.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_22KY_02568_Z500_D10_20221211_1200.mp4,,,,,,,18.2285,-80.9135,
23KY_02686,,Cayman Seismicity 2 of 2 - OBS retrieval OBN,OBN,Node Retrieval,Columbia University,Columbia University,Marcus G. Langseth,University of California / Woods Hole Oceanographic Institution,Cayman Islands,Yes,Cape Canaveral -  UNITED STATES,6/13/2023 0:00,6/23/2023 17:00,6/23/2023 17:30,6/27/2023 1:30,6/27/2023 1:45,7/2/2023 0:00,Cape Canaveral -  UNITED STATES,,,,,,,https://portal.seisintel.com/resources/tides/23KY_02686_TIDEOUTPUT_18.3613_-81.7427_20230616-20230711_TPXO_inpr.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_23KY_02686_Z500_D10_20230627_1200.mp4,,,,,,,18.3605,-81.743,
21NO_02261,21NO_02207,CGG21200 Swisher 4D OBN,OBN,Source,Shearwater,Shearwater,SW Amundsen,CGG Multiclient,Norway,Yes,Off Mongstad -  NORWAY,10/5/2021 12:00,10/5/2021 15:30,10/6/2021 1:45,10/13/2021 15:15,10/13/2021 16:45,10/18/2021 0:00,Farsund -  NORWAY,,,,100,https://portal.seisintel.com/resources/reports/21NO_02261_v0.1A_comp20211018_0000.pdf,https://portal.seisintel.com/resources/reports/21NO_02207_v0.1C_comp20211103_2100.pdf,,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_21NO_02261_Z500_D10_20211013_1200.mp4,44,Inferred from AIS,,,,,61.0785,3.4055,"https://portal.seisintel.com/#/path/21NO_02207,21NO_02261,21NO_02265"
21NO_02207,21NO_02207,CGG21200 Swisher 4D (Deploy) OBN,OBN,Node Layout,Shearwater,Shearwater,Normand Prosper,CGG Multiclient,Norway,Yes,Tananger -  NORWAY,8/17/2021 0:00,8/19/2021 15:00,8/19/2021 22:00,8/22/2021 13:15,8/22/2021 13:30,8/23/2021 9:00,Tananger -  NORWAY,,,,300,https://portal.seisintel.com/resources/reports/21NO_02207_v0.1A_comp20210823_0900.pdf,https://portal.seisintel.com/resources/reports/21NO_02207_v0.1C_comp20211103_2100.pdf,https://portal.seisintel.com/resources/tides/21NO_02207_TIDEOUTPUT_61.0802_3.4051_20210812-20210905_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_21NO_02207_Z500_D10_20210823_1200.mp4,44,Inferred from AIS,,,355,360,61.08,3.4055,"https://portal.seisintel.com/#/path/21NO_02207,21NO_02261,21NO_02265"
21NO_02265,21NO_02207,CGG21200 Swisher 4D (Retrieve) OBN,OBN,Node Retrieval,Olympic Subsea ASA,Olympic Subsea ASA,Olympic Delta,CGG Multiclient,Norway,Yes,Tananger -  NORWAY,10/18/2021 0:00,10/23/2021 10:00,10/23/2021 14:00,11/3/2021 2:00,11/3/2021 3:00,11/3/2021 21:00,Tananger -  NORWAY,,,,300,https://portal.seisintel.com/resources/reports/21NO_02265_v0.1A_comp20211103_2100.pdf,https://portal.seisintel.com/resources/reports/21NO_02207_v0.1C_comp20211103_2100.pdf,https://portal.seisintel.com/resources/tides/21NO_02265_TIDEOUTPUT_61.0802_3.4053_20211016-20211117_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_21NO_02265_Z500_D10_20211025_1200.mp4,44,Inferred from AIS,,,,,61.08,3.406,"https://portal.seisintel.com/#/path/21NO_02207,21NO_02261,21NO_02265"
22NO_02438,22NO_02372,CGG22001 Oseberg West OBN,OBN,Node Retrieval,PXGEO,PXGEO,VOS Star,CGG Multiclient,Norway,Yes,Great Yarmouth -  UNITED KINGDOM,7/14/2022 0:00,7/17/2022 1:15,7/17/2022 3:30,7/31/2022 4:00,7/31/2022 4:30,7/31/2022 12:00,At Sea -  NORWAY,,,,1000,https://portal.seisintel.com/resources/reports/22NO_02438_v0.1A_comp20220731_1200.pdf,https://portal.seisintel.com/resources/reports/22NO_02372_v0.1C_comp20221003_0000.pdf,https://portal.seisintel.com/resources/tides/22NO_02438_TIDEOUTPUT_60.5141_2.5255_20220710-20220821_TPXO_inpr.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_22NO_02438_Z500_D10_20220727_1200.mp4,10107,Georeferenced Image,,,,,60.4655,2.551,"https://portal.seisintel.com/#/path/22NO_02372,22NO_02379,22NO_02406,22NO_02438,22NO_02447,22NO_02461,22NO_02479,22NO_02488,22NO_02491,22NO_02494,22NO_02512,22NO_02515"
22NO_02479,22NO_02372,CGG22001 Oseberg West OBN,OBN,Node Retrieval,PXGEO,PXGEO,Island Vanguard,CGG Multiclient,Norway,Yes,Bergen -  NORWAY,8/18/2022 12:00,8/20/2022 8:00,8/21/2022 2:00,8/31/2022 7:30,8/31/2022 8:00,9/3/2022 0:00,Bergen -  NORWAY,,,,1000,https://portal.seisintel.com/resources/reports/22NO_02479_v0.1A_comp20220903_0000.pdf,https://portal.seisintel.com/resources/reports/22NO_02372_v0.1C_comp20221003_0000.pdf,https://portal.seisintel.com/resources/tides/22NO_02479_TIDEOUTPUT_60.5167_2.5284_20220813-20221002_TPXO_inpr.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_22NO_02479_Z500_D10_20220830_1200.mp4,10107,Georeferenced Image,,,,,60.4655,2.551,"https://portal.seisintel.com/#/path/22NO_02372,22NO_02379,22NO_02406,22NO_02438,22NO_02447,22NO_02461,22NO_02479,22NO_02488,22NO_02491,22NO_02494,22NO_02512,22NO_02515"
22NO_02494,22NO_02372,CGG22001 Oseberg West OBN,OBN,Node Positioning,PXGEO,PXGEO,Ocean Mermaid,CGG Multiclient,Norway,Yes,Torangsvag -  NORWAY,8/1/2022 0:00,8/16/2022 3:00,8/16/2022 4:00,9/24/2022 0:15,9/24/2022 0:30,9/25/2022 0:00,Bergen -  NORWAY,,,,1000,https://portal.seisintel.com/resources/reports/22NO_02494_v0.1A_comp20220925_0000.pdf,https://portal.seisintel.com/resources/reports/22NO_02372_v0.1C_comp20221003_0000.pdf,https://portal.seisintel.com/resources/tides/22NO_02494_TIDEOUTPUT_60.5145_2.5257_20220809-20221008_TPXO_inpr.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_22NO_02494_Z500_D10_20220924_1200.mp4,10107,Georeferenced Image,,,,,60.4655,2.551,"https://portal.seisintel.com/#/path/22NO_02372,22NO_02379,22NO_02406,22NO_02438,22NO_02447,22NO_02461,22NO_02479,22NO_02488,22NO_02491,22NO_02494,22NO_02512,22NO_02515"
